well	row	ratio	stained	total	time.point	sample	stained_isolate	predator	starting_freq_I7	freq_I7	freq_I6	rel_fitness	freq_I7_previous	replicate
4	B	0.934	1868	2000	0	4	7	NO	0.9	0.934	0.06599999999999995	0	0.934	B4
10	B	0.8335	1667	2000	1	4	7	NO	0.9	0.8335	0.16649999999999998	-0.5195916517160337	0.934	B4
4	B	0.8595	1719	2000	2	4	7	NO	0.9	0.8595	0.14049999999999996	0.10025247163937673	0.8335	B4
10	B	0.7485	1497	2000	3	4	7	NO	0.9	0.7485	0.25149999999999995	-0.3602575608646072	0.8595	B4
4	B	0.825	1650	2000	4	4	7	NO	0.9	0.825	0.17500000000000004	0.22998459904563856	0.7485	B4
10	B	0.7575	1515	2000	5	4	7	NO	0.9	0.7575	0.24250000000000005	-0.2057877927025903	0.825	B4
5	B	0.611	1222	2000	0	5	7	NO	0.5	0.611	0.389	0	0.611	B5
11	B	0.4025	805	2000	1	5	7	NO	0.5	0.4025	0.5974999999999999	-0.42328840125009826	0.611	B5
5	B	0.3425	685	2000	2	5	7	NO	0.5	0.3425	0.6575	-0.12855695970129596	0.4025	B5
11	B	0.305	610	2000	3	5	7	NO	0.5	0.305	0.6950000000000001	-0.08571348130387056	0.3425	B5
5	B	0.3555	711	2000	4	5	7	NO	0.5	0.3555	0.6445000000000001	0.11432524791071694	0.305	B5
11	B	0.308	616	2000	5	5	7	NO	0.5	0.308	0.692	-0.10726829975407419	0.3555	B5
6	B	0.2	400	2000	0	6	7	NO	0.1	0.2	0.8	0	0.2	B6
12	B	0.1	200	2000	1	6	7	NO	0.1	0.1	0.9	-0.4054651081081644	0.2	B6
6	B	0.0635	127	2000	2	6	7	NO	0.1	0.0635	0.9365	-0.24694251932463887	0.1	B6
12	B	0.055	110	2000	3	6	7	NO	0.1	0.055	0.945	-0.07637106313788729	0.0635	B6
6	B	0.068	136	2000	4	6	7	NO	0.1	0.068	0.9319999999999999	0.11301331637589374	0.055	B6
12	B	0.066	132	2000	5	6	7	NO	0.1	0.066	0.9339999999999999	-0.015998293346466266	0.068	B6
1	C	0.9035	1807	2000	0	1	7	YES	0.9	0.9035	0.09650000000000003	0	0.9035	C1
7	C	0.8545	1709	2000	1	1	7	YES	0.9	0.8545	0.14549999999999996	-0.23319634287162197	0.9035	C1
1	C	0.5295	1059	2000	2	1	7	YES	0.9	0.5295	0.47050000000000003	-0.826101604964036	0.8545	C1
7	C	0.7625	1525	2000	3	1	7	YES	0.9	0.7625	0.23750000000000004	0.5241488394954219	0.5295	C1
1	C	0.559	1118	2000	4	1	7	YES	0.9	0.559	0.44099999999999995	-0.46466514364930855	0.7625	C1
7	C	0.428	856	2000	5	1	7	YES	0.9	0.428	0.5720000000000001	-0.26356019675312736	0.559	C1
2	C	0.5985	1197	2000	0	2	7	YES	0.5	0.5985	0.40149999999999997	0	0.5985	C2
8	C	0.45	900	2000	1	2	7	YES	0.5	0.45	0.55	-0.2999448435366814	0.5985	C2
2	C	0.3845	769	2000	2	2	7	YES	0.5	0.3845	0.6154999999999999	-0.1349102306083291	0.45	C2
8	C	0.307	614	2000	3	2	7	YES	0.5	0.307	0.6930000000000001	-0.1718455474619484	0.3845	C2
2	C	0.3415	683	2000	4	2	7	YES	0.5	0.3415	0.6585	0.07878270471510765	0.307	C2
8	C	0.3135	627	2000	5	2	7	YES	0.5	0.3135	0.6865	-0.06359501148127976	0.3415	C2
3	C	0.1765	353	2000	0	3	7	YES	0.1	0.1765	0.8235	0	0.1765	C3
9	C	0.119	238	2000	1	3	7	YES	0.1	0.119	0.881	-0.23084572979015325	0.1765	C3
3	C	0.085	170	2000	2	3	7	YES	0.1	0.085	0.915	-0.1871693379802773	0.119	C3
9	C	0.064	128	2000	3	3	7	YES	0.1	0.064	0.9359999999999999	-0.15322979216635765	0.085	C3
3	C	0.062	124	2000	4	3	7	YES	0.1	0.062	0.938	-0.01694158542160646	0.064	C3
9	C	0.0645	129	2000	5	3	7	YES	0.1	0.0645	0.9355	0.021099821024357784	0.062	C3
4	C	0.9195	1839	2000	0	4	7	NO	0.9	0.9195	0.08050000000000002	0	0.9195	C4
10	C	0.8375	1675	2000	1	4	7	NO	0.9	0.8375	0.16249999999999998	-0.3979147988452142	0.9195	C4
4	C	0.829	1658	2000	2	4	7	NO	0.9	0.829	0.17100000000000004	-0.03059333164839727	0.8375	C4
10	C	0.7865	1573	2000	3	4	7	NO	0.9	0.7865	0.21350000000000002	-0.1373003544014908	0.829	C4
4	C	0.8125	1625	2000	4	4	7	NO	0.9	0.8125	0.1875	0.08119058948188702	0.7865	C4
10	C	0.765	1530	2000	5	4	7	NO	0.9	0.765	0.235	-0.14302337455552502	0.8125	C4
5	C	0.6235	1247	2000	0	5	7	NO	0.5	0.6235	0.37649999999999995	0	0.6235	C5
11	C	0.405	810	2000	1	5	7	NO	0.5	0.405	0.595	-0.4445525281596168	0.6235	C5
5	C	0.419	838	2000	2	5	7	NO	0.5	0.419	0.581	0.028897250754658564	0.405	C5
11	C	0.3265	653	2000	3	5	7	NO	0.5	0.3265	0.6735	-0.19858910510207972	0.419	C5
5	C	0.378	756	2000	4	5	7	NO	0.5	0.378	0.622	0.1130060750071706	0.3265	C5
11	C	0.2835	567	2000	5	5	7	NO	0.5	0.2835	0.7165	-0.21456011349041407	0.378	C5
6	C	0.2015	403	2000	0	6	7	NO	0.1	0.2015	0.7985	0	0.2015	C6
12	C	0.095	190	2000	1	6	7	NO	0.1	0.095	0.905	-0.438556232915528	0.2015	C6
6	C	0.09	180	2000	2	6	7	NO	0.1	0.09	0.91	-0.029788438540622762	0.095	C6
12	C	0.04	80	2000	3	6	7	NO	0.1	0.04	0.96	-0.43220945058365745	0.09	C6
6	C	0.06	120	2000	4	6	7	NO	0.1	0.06	0.94	0.21325925865299838	0.04	C6
12	C	0.0665	133	2000	5	6	7	NO	0.1	0.0665	0.9335	0.05489814886099003	0.06	C6
1	D	0.9165	1833	2000	0	1	7	YES	0.9	0.9165	0.08350000000000002	0	0.9165	D1
7	D	0.8775	1755	2000	1	1	7	YES	0.9	0.8775	0.12250000000000005	-0.2133747550338555	0.9165	D1
1	D	0.7955	1591	2000	2	1	7	YES	0.9	0.7955	0.20450000000000002	-0.30528152653012686	0.8775	D1
7	D	0.7535	1507	2000	3	1	7	YES	0.9	0.7535	0.24650000000000005	-0.1205179238555899	0.7955	D1
1	D	0.406	812	2000	4	1	7	YES	0.9	0.406	0.594	-0.7489465921723586	0.7535	D1
7	D	0.767	1534	2000	5	1	7	YES	0.9	0.767	0.23299999999999998	0.7859872537812339	0.406	D1
2	D	0.621	1242	2000	0	2	7	YES	0.5	0.621	0.379	0	0.621	D2
8	D	0.42	840	2000	1	2	7	YES	0.5	0.42	0.5800000000000001	-0.4082841345570518	0.621	D2
2	D	0.426	852	2000	2	2	7	YES	0.5	0.426	0.5740000000000001	0.012291671106427503	0.42	D2
8	D	0.31	620	2000	3	2	7	YES	0.5	0.31	0.69	-0.2509646250309584	0.426	D2
2	D	0.3475	695	2000	4	2	7	YES	0.5	0.3475	0.6525000000000001	0.0850364129600556	0.31	D2
8	D	0.3185	637	2000	5	2	7	YES	0.5	0.3185	0.6815	-0.06531365096618366	0.3475	D2
3	D	0.1695	339	2000	0	3	7	YES	0.1	0.1695	0.8305	0	0.1695	D3
9	D	0.1055	211	2000	1	3	7	YES	0.1	0.1055	0.8945	-0.27418947389990406	0.1695	D3
3	D	0.0935	187	2000	2	3	7	YES	0.1	0.0935	0.9065	-0.06703782193380584	0.1055	D3
9	D	0.062	124	2000	3	3	7	YES	0.1	0.062	0.938	-0.22249298503043433	0.0935	D3
3	D	0.0635	127	2000	4	3	7	YES	0.1	0.0635	0.9365	0.012752973987817879	0.062	D3
9	D	0.072	144	2000	5	3	7	YES	0.1	0.072	0.928	0.06737200110767594	0.0635	D3
4	D	0.9255	1851	2000	0	4	7	NO	0.9	0.9255	0.07450000000000001	0	0.9255	D4
10	D	0.8275	1655	2000	1	4	7	NO	0.9	0.8275	0.1725	-0.4757615679241172	0.9255	D4
4	D	0.853	1706	2000	2	4	7	NO	0.9	0.853	0.14700000000000002	0.09515754496656956	0.8275	D4
10	D	0.767	1534	2000	3	4	7	NO	0.9	0.767	0.23299999999999998	-0.2834393064556935	0.853	D4
4	D	0.848	1696	2000	4	4	7	NO	0.9	0.848	0.15200000000000002	0.26377588357203535	0.767	D4
10	D	0.7095	1419	2000	5	4	7	NO	0.9	0.7095	0.2905	-0.4130215973187475	0.848	D4
5	D	0.6485	1297	2000	0	5	7	NO	0.5	0.6485	0.35150000000000003	0	0.6485	D5
11	D	0.4075	815	2000	1	5	7	NO	0.5	0.4075	0.5925	-0.4933811164170739	0.6485	D5
5	D	0.3825	765	2000	2	5	7	NO	0.5	0.3825	0.6174999999999999	-0.052320237453586334	0.4075	D5
11	D	0.314	628	2000	3	5	7	NO	0.5	0.314	0.6859999999999999	-0.15126711329104509	0.3825	D5
5	D	0.38	760	2000	4	5	7	NO	0.5	0.38	0.62	0.14596820824946297	0.314	D5
11	D	0.302	604	2000	5	5	7	NO	0.5	0.302	0.698	-0.17412193003439855	0.38	D5
6	D	0.1975	395	2000	0	6	7	NO	0.1	0.1975	0.8025	0	0.1975	D6
12	D	0.0985	197	2000	1	6	7	NO	0.1	0.0985	0.9015	-0.40600511190116717	0.1975	D6
6	D	0.075	150	2000	2	6	7	NO	0.1	0.075	0.925	-0.149151064755393	0.0985	D6
12	D	0.064	128	2000	3	6	7	NO	0.1	0.064	0.9359999999999999	-0.08521338457090262	0.075	D6
6	D	0.0705	141	2000	4	6	7	NO	0.1	0.0705	0.9295	0.05184914788732211	0.064	D6
12	D	0.0635	127	2000	5	6	7	NO	0.1	0.0635	0.9365	-0.05603775932111072	0.0705	D6
5	H	0.9955	1991	2000	0	5	7	NO	1	0.9955	0.0044999999999999485	0	0.9955	H5
11	H	0.9935	1987	2000	1	5	7	NO	1	0.9935	0.00649999999999995	-0.1848679208188503	0.9955	H5
5	H	0.981	1962	2000	4	5	7	NO	1	0.981	0.019000000000000017	-0.542649202345683	0.9935	H5
11	H	0.965	1930	2000	5	5	7	NO	1	0.965	0.03500000000000003	-0.31367672027467514	0.981	H5
6	H	0.0215	43	2000	0	6	7	NO	1	0.0215	0.9785	0	0.0215	H6
12	H	0.0315	63	2000	1	6	7	NO	1	0.0315	0.9685	0.19610345734352536	0.0215	H6
12	H	0.068	136	2000	3	6	7	NO	1	0.068	0.9319999999999999	0.40396791375298946	0.0315	H6
6	H	0.102	204	2000	4	6	7	NO	1	0.102	0.898	0.22131392724577786	0.068	H6
12	H	0.1645	329	2000	5	6	7	NO	1	0.1645	0.8355	0.2750387385939534	0.102	H6
1	A	0.9985	1997	2000	0	1	6	NO	0	0.0014999999999999458	0.9985	0	0.0014999999999999458	A1
7	A	0.994	1988	2000	1	1	6	NO	0	0.006000000000000005	0.994	0.6954056536596118	0.0014999999999999458	A1
1	A	0.9965	1993	2000	2	1	6	NO	0	0.0034999999999999476	0.9965	-0.27075421686448914	0.006000000000000005	A1
7	A	0.9945	1989	2000	3	1	6	NO	0	0.005499999999999949	0.9945	0.22699708255094275	0.0034999999999999476	A1
1	A	0.9095	1819	2000	4	1	6	NO	0	0.09050000000000002	0.9095	1.4449734294016574	0.005499999999999949	A1
7	A	0.979	1958	2000	5	1	6	NO	0	0.02100000000000002	0.979	-0.767232028777395	0.09050000000000002	A1
2	A	0.078	156	2000	0	2	6	NO	0	0.922	0.07799999999999996	0	0.922	A2
8	A	0.0235	47	2000	1	2	6	NO	0	0.9765	0.023499999999999965	0.6285689661498096	0.922	A2
2	A	0.0055	11	2000	2	2	6	NO	0	0.9945	0.005499999999999949	0.7352588384444945	0.9765	A2
8	A	0.0025	5	2000	3	2	6	NO	0	0.9975	0.0024999999999999467	0.39573470541713696	0.9945	A2
2	A	0.005	10	2000	4	2	6	NO	0	0.995	0.0050000000000000044	-0.34782829608269666	0.9975	A2
8	A	0.0065	13	2000	5	2	6	NO	0	0.9935	0.00649999999999995	-0.13193646981710186	0.995	A2
1	E	0.209	418	2000	0	1	6	YES	0.9	0.791	0.20899999999999996	0	0.791	E1
7	E	0.2285	457	2000	1	1	6	YES	0.9	0.7715	0.22850000000000004	-0.05708162716694363	0.791	E1
1	E	0.2075	415	2000	2	1	6	YES	0.9	0.7925	0.20750000000000002	0.06163035230586328	0.7715	E1
7	E	0.268	536	2000	3	1	6	YES	0.9	0.732	0.268	-0.16763381631511387	0.7925	E1
1	E	0.289	578	2000	4	1	6	YES	0.9	0.7110000000000001	0.2889999999999999	-0.05227389587982284	0.732	E1
7	E	0.3895	779	2000	5	1	6	YES	0.9	0.6105	0.38949999999999996	-0.22541565672542624	0.7110000000000001	E1
2	E	0.679	1358	2000	0	2	6	YES	0.5	0.32099999999999995	0.679	0	0.32099999999999995	E2
8	E	0.736	1472	2000	1	2	6	YES	0.5	0.264	0.736	-0.13805050557693974	0.32099999999999995	E2
2	E	0.6475	1295	2000	2	2	6	YES	0.5	0.35250000000000004	0.6475	0.20860642213059533	0.264	E2
8	E	0.7325	1465	2000	3	2	6	YES	0.5	0.26749999999999996	0.7325	-0.1996378016168961	0.35250000000000004	E2
2	E	0.723	1446	2000	4	2	6	YES	0.5	0.277	0.723	0.023976029291867637	0.26749999999999996	E2
8	E	0.747	1494	2000	5	2	6	YES	0.5	0.253	0.747	-0.06164199021693556	0.277	E2
3	E	0.9455	1891	2000	0	3	6	YES	0.1	0.05449999999999999	0.9455	0	0.05449999999999999	E3
9	E	0.948	1896	2000	1	3	6	YES	0.1	0.052000000000000046	0.948	-0.024798798622139774	0.05449999999999999	E3
3	E	0.9365	1873	2000	2	3	6	YES	0.1	0.0635	0.9365	0.10600058384404819	0.052000000000000046	E3
9	E	0.9585	1917	2000	3	3	6	YES	0.1	0.04149999999999998	0.9585	-0.2242832596317749	0.0635	E3
3	E	0.955	1910	2000	4	3	6	YES	0.1	0.04500000000000004	0.955	0.042313642269318774	0.04149999999999998	E3
9	E	0.956	1912	2000	5	3	6	YES	0.1	0.04400000000000004	0.956	-0.011759714211364873	0.04500000000000004	E3
4	E	0.2	400	2000	0	4	6	NO	0.9	0.8	0.19999999999999996	0	0.8	E4
10	E	0.2855	571	2000	1	4	6	NO	0.9	0.7145	0.2855	-0.23447669642301683	0.8	E4
4	E	0.155	310	2000	2	4	6	NO	0.9	0.845	0.15500000000000003	0.3892852710820349	0.7145	E4
10	E	0.1755	351	2000	3	4	6	NO	0.9	0.8245	0.1755	-0.07438670567209699	0.845	E4
4	E	0.162	324	2000	4	4	6	NO	0.9	0.838	0.16200000000000003	0.04814183307798276	0.8245	E4
10	E	0.226	452	2000	5	4	6	NO	0.9	0.774	0.22599999999999998	-0.20619244546612864	0.838	E4
5	E	0.608	1216	2000	0	5	6	NO	0.5	0.392	0.608	0	0.392	E5
11	E	0.6915	1383	2000	1	5	6	NO	0.5	0.3085	0.6915	-0.18411413279183309	0.392	E5
5	E	0.628	1256	2000	2	5	6	NO	0.5	0.372	0.628	0.14174749778215917	0.3085	E5
11	E	0.663	1326	2000	3	5	6	NO	0.5	0.33699999999999997	0.663	-0.07652287381922449	0.372	E5
5	E	0.6425	1285	2000	4	5	6	NO	0.5	0.35750000000000004	0.6425	0.04523030259909426	0.33699999999999997	E5
11	E	0.721	1442	2000	5	5	6	NO	0.5	0.279	0.721	-0.1815979504141355	0.35750000000000004	E5
6	E	0.9375	1875	2000	0	6	6	NO	0.1	0.0625	0.9375	0	0.0625	E6
12	E	0.9505	1901	2000	1	6	6	NO	0.1	0.04949999999999999	0.9505	-0.12348264562581471	0.0625	E6
6	E	0.936	1872	2000	2	6	6	NO	0.1	0.06399999999999995	0.936	0.1361415496179592	0.04949999999999999	E6
12	E	0.949	1898	2000	3	6	6	NO	0.1	0.051000000000000045	0.949	-0.1204253863838401	0.06399999999999995	E6
6	E	0.9255	1851	2000	4	6	6	NO	0.1	0.07450000000000001	0.9255	0.2020240796287814	0.051000000000000045	E6
12	E	0.9435	1887	2000	5	6	6	NO	0.1	0.056499999999999995	0.9435	-0.14791036001408575	0.07450000000000001	E6
1	F	0.1965	393	2000	0	1	6	YES	0.9	0.8035	0.1965	0	0.8035	F1
7	F	0.232	464	2000	1	1	6	YES	0.9	0.768	0.23199999999999998	-0.10563119619344452	0.8035	F1
1	F	0.2395	479	2000	2	1	6	YES	0.9	0.7605	0.23950000000000005	-0.02081483331649247	0.768	F1
7	F	0.2875	575	2000	3	1	6	YES	0.9	0.7125	0.2875	-0.1239328214714884	0.7605	F1
1	F	0.182	364	2000	4	1	6	YES	0.9	0.8180000000000001	0.18199999999999994	0.29764929881027574	0.7125	F1
7	F	0.319	638	2000	5	1	6	YES	0.9	0.681	0.31899999999999995	-0.37224222308064203	0.8180000000000001	F1
2	F	0.681	1362	2000	0	2	6	YES	0.5	0.31899999999999995	0.681	0	0.31899999999999995	F2
8	F	0.739	1478	2000	1	2	6	YES	0.5	0.261	0.739	-0.1412031551304202	0.31899999999999995	F2
2	F	0.6735	1347	2000	2	2	6	YES	0.5	0.3265	0.6735	0.15835973324578773	0.261	F2
8	F	0.7665	1533	2000	3	2	6	YES	0.5	0.23350000000000004	0.7665	-0.23229728703449185	0.3265	F2
2	F	0.7515	1503	2000	4	2	6	YES	0.5	0.24850000000000005	0.7515	0.04101212877328554	0.23350000000000004	F2
8	F	0.7245	1449	2000	5	2	6	YES	0.5	0.27549999999999997	0.7245	0.06986711524428867	0.24850000000000005	F2
3	F	0.9535	1907	2000	0	3	6	YES	0.1	0.046499999999999986	0.9535	0	0.046499999999999986	F3
9	F	0.9545	1909	2000	1	3	6	YES	0.1	0.045499999999999985	0.9545	-0.011394102380867221	0.046499999999999986	F3
3	F	0.947	1894	2000	2	3	6	YES	0.1	0.05300000000000005	0.947	0.08023406878747119	0.045499999999999985	F3
9	F	0.9275	1855	2000	3	3	6	YES	0.1	0.07250000000000001	0.9275	0.1670504735064972	0.05300000000000005	F3
3	F	0.956	1912	2000	4	3	6	YES	0.1	0.04400000000000004	0.956	-0.26483102325608915	0.07250000000000001	F3
9	F	0.9445	1889	2000	5	3	6	YES	0.1	0.055499999999999994	0.9445	0.12214780647198185	0.04400000000000004	F3
4	F	0.1875	375	2000	0	4	6	NO	0.9	0.8125	0.1875	0	0.8125	F4
10	F	0.247	494	2000	1	4	6	NO	0.9	0.753	0.247	-0.1758300888107553	0.8125	F4
4	F	0.166	332	2000	2	4	6	NO	0.9	0.834	0.16600000000000004	0.24978436141514343	0.753	F4
10	F	0.22	440	2000	3	4	6	NO	0.9	0.78	0.21999999999999997	-0.17428962033546364	0.834	F4
4	F	0.1905	381	2000	4	4	6	NO	0.9	0.8095	0.1905	0.09054910260982899	0.78	F4
10	F	0.1895	379	2000	5	4	6	NO	0.9	0.8105	0.1895	0.0032488690511578173	0.8095	F4
5	F	0.6695	1339	2000	0	5	6	NO	0.5	0.3305	0.6695	0	0.3305	F5
11	F	0.709	1418	2000	1	5	6	NO	0.5	0.29100000000000004	0.709	-0.09230387676057435	0.3305	F5
5	F	0.619	1238	2000	2	5	6	NO	0.5	0.381	0.619	0.2026131809013698	0.29100000000000004	F5
11	F	0.6715	1343	2000	3	5	6	NO	0.5	0.3285	0.6715	-0.11483564024036597	0.381	F5
5	F	0.6235	1247	2000	4	5	6	NO	0.5	0.37649999999999995	0.6235	0.10527323007924191	0.3285	F5
11	F	0.713	1426	2000	5	5	6	NO	0.5	0.28700000000000003	0.713	-0.20278424338726583	0.37649999999999995	F5
6	F	0.945	1890	2000	0	6	6	NO	0.1	0.05500000000000005	0.945	0	0.05500000000000005	F6
12	F	0.957	1914	2000	1	6	6	NO	0.1	0.04300000000000004	0.957	-0.12937576674905996	0.05500000000000005	F6
6	F	0.955	1910	2000	2	6	6	NO	0.1	0.04500000000000004	0.955	0.023777212524490738	0.04300000000000004	F6
12	F	0.9495	1899	2000	3	6	6	NO	0.1	0.05049999999999999	0.9495	0.06054332836969144	0.04500000000000004	F6
6	F	0.936	1872	2000	4	6	6	NO	0.1	0.06399999999999995	0.936	0.12561490042655274	0.05049999999999999	F6
12	F	0.9185	1837	2000	5	6	6	NO	0.1	0.08150000000000002	0.9185	0.13029675435477897	0.06399999999999995	F6
1	G	0.213	426	2000	0	1	6	YES	0.9	0.787	0.21299999999999997	0	0.787	G1
7	G	0.2695	539	2000	1	1	6	YES	0.9	0.7304999999999999	0.2695000000000001	-0.15488762093313824	0.787	G1
1	G	0.183	366	2000	2	1	6	YES	0.9	0.817	0.18300000000000005	0.2494960505884399	0.7304999999999999	G1
7	G	0.2785	557	2000	3	1	6	YES	0.9	0.7215	0.27849999999999997	-0.2721193115859973	0.817	G1
1	G	0.2345	469	2000	4	1	6	YES	0.9	0.7655000000000001	0.23449999999999993	0.11557965418240893	0.7215	G1
7	G	0.2655	531	2000	5	1	6	YES	0.9	0.7344999999999999	0.26550000000000007	-0.08274923613973337	0.7655000000000001	G1
2	G	0.6975	1395	2000	0	2	6	YES	0.5	0.3025	0.6975	0	0.3025	G2
8	G	0.757	1514	2000	1	2	6	YES	0.5	0.243	0.757	-0.15044028693613784	0.3025	G2
2	G	0.6825	1365	2000	2	2	6	YES	0.5	0.3175	0.6825	0.185508550685266	0.243	G2
8	G	0.7615	1523	2000	3	2	6	YES	0.5	0.23850000000000005	0.7615	-0.19781807664022605	0.3175	G2
2	G	0.722	1444	2000	4	2	6	YES	0.5	0.278	0.722	0.10325841840231567	0.23850000000000005	G2
8	G	0.7495	1499	2000	5	2	6	YES	0.5	0.25049999999999994	0.7495	-0.0707716859077721	0.278	G2
