Z:\Data_Julius\Stain Concentration Experiment 8_2_23\A10.daf
All

Object Number	Area_M01	Area_M02	Area_M03	Area_M04	Area_M05	Area_M06	Area_M07	Area_M08	Area_M09	Area_M10	Area_M11	Area_M12	Area_MC	Aspect Ratio_M01	Aspect Ratio_M02	Aspect Ratio_M03	Aspect Ratio_M04	Aspect Ratio_M05	Aspect Ratio_M06	Aspect Ratio_M07	Aspect Ratio_M08	Aspect Ratio_M09	Aspect Ratio_M10	Aspect Ratio_M11	Aspect Ratio_M12	Aspect Ratio Intensity_M01_Ch01	Aspect Ratio Intensity_M02_Ch02	Aspect Ratio Intensity_M03_Ch03	Aspect Ratio Intensity_M04_Ch04	Aspect Ratio Intensity_M05_Ch05	Aspect Ratio Intensity_M06_Ch06	Aspect Ratio Intensity_M07_Ch07	Aspect Ratio Intensity_M08_Ch08	Aspect Ratio Intensity_M09_Ch09	Aspect Ratio Intensity_M10_Ch10	Aspect Ratio Intensity_M11_Ch11	Aspect Ratio Intensity_M12_Ch12	Bkgd Mean_Ch01	Bkgd Mean_Ch02	Bkgd Mean_Ch03	Bkgd Mean_Ch04	Bkgd Mean_Ch05	Bkgd Mean_Ch06	Bkgd Mean_Ch07	Bkgd Mean_Ch08	Bkgd Mean_Ch09	Bkgd Mean_Ch10	Bkgd Mean_Ch11	Bkgd Mean_Ch12	Modulation_M01_Ch01	Modulation_M02_Ch02	Modulation_M03_Ch03	Modulation_M04_Ch04	Modulation_M05_Ch05	Modulation_M06_Ch06	Modulation_M07_Ch07	Modulation_M08_Ch08	Modulation_M09_Ch09	Modulation_M10_Ch10	Modulation_M11_Ch11	Modulation_M12_Ch12	Contrast_M01_Ch01	Contrast_M02_Ch02	Contrast_M03_Ch03	Contrast_M04_Ch04	Contrast_M05_Ch05	Contrast_M06_Ch06	Contrast_M07_Ch07	Contrast_M08_Ch08	Contrast_M09_Ch09	Contrast_M10_Ch10	Contrast_M11_Ch11	Contrast_M12_Ch12	Gradient RMS_M01_Ch01	Gradient RMS_M02_Ch02	Gradient RMS_M03_Ch03	Gradient RMS_M04_Ch04	Gradient RMS_M05_Ch05	Gradient RMS_M06_Ch06	Gradient RMS_M07_Ch07	Gradient RMS_M08_Ch08	Gradient RMS_M09_Ch09	Gradient RMS_M10_Ch10	Gradient RMS_M11_Ch11	Gradient RMS_M12_Ch12	Intensity_MC_Ch01	Intensity_MC_Ch02	Intensity_MC_Ch03	Intensity_MC_Ch04	Intensity_MC_Ch05	Intensity_MC_Ch06	Intensity_MC_Ch07	Intensity_MC_Ch08	Intensity_MC_Ch09	Intensity_MC_Ch10	Intensity_MC_Ch11	Intensity_MC_Ch12	Mean Pixel_M01_Ch01	Mean Pixel_M02_Ch02	Mean Pixel_M03_Ch03	Mean Pixel_M04_Ch04	Mean Pixel_M05_Ch05	Mean Pixel_M06_Ch06	Mean Pixel_M07_Ch07	Mean Pixel_M08_Ch08	Mean Pixel_M09_Ch09	Mean Pixel_M10_Ch10	Mean Pixel_M11_Ch11	Mean Pixel_M12_Ch12	Median Pixel_M01_Ch01	Median Pixel_M02_Ch02	Median Pixel_M03_Ch03	Median Pixel_M04_Ch04	Median Pixel_M05_Ch05	Median Pixel_M06_Ch06	Median Pixel_M07_Ch07	Median Pixel_M08_Ch08	Median Pixel_M09_Ch09	Median Pixel_M10_Ch10	Median Pixel_M11_Ch11	Median Pixel_M12_Ch12	Max Pixel_MC_Ch01	Max Pixel_MC_Ch02	Max Pixel_MC_Ch03	Max Pixel_MC_Ch04	Max Pixel_MC_Ch05	Max Pixel_MC_Ch06	Max Pixel_MC_Ch07	Max Pixel_MC_Ch08	Max Pixel_MC_Ch09	Max Pixel_MC_Ch10	Max Pixel_MC_Ch11	Max Pixel_MC_Ch12	Raw Max Pixel_MC_Ch01	Raw Max Pixel_MC_Ch02	Raw Max Pixel_MC_Ch03	Raw Max Pixel_MC_Ch04	Raw Max Pixel_MC_Ch05	Raw Max Pixel_MC_Ch06	Raw Max Pixel_MC_Ch07	Raw Max Pixel_MC_Ch08	Raw Max Pixel_MC_Ch09	Raw Max Pixel_MC_Ch10	Raw Max Pixel_MC_Ch11	Raw Max Pixel_MC_Ch12	Raw Min Pixel_MC_Ch01	Raw Min Pixel_MC_Ch02	Raw Min Pixel_MC_Ch03	Raw Min Pixel_MC_Ch04	Raw Min Pixel_MC_Ch05	Raw Min Pixel_MC_Ch06	Raw Min Pixel_MC_Ch07	Raw Min Pixel_MC_Ch08	Raw Min Pixel_MC_Ch09	Raw Min Pixel_MC_Ch10	Raw Min Pixel_MC_Ch11	Raw Min Pixel_MC_Ch12	Length_M01	Length_M02	Length_M03	Length_M04	Length_M05	Length_M06	Length_M07	Length_M08	Length_M09	Length_M10	Length_M11	Length_M12	Width_M01	Width_M02	Width_M03	Width_M04	Width_M05	Width_M06	Width_M07	Width_M08	Width_M09	Width_M10	Width_M11	Width_M12	Height_M01	Height_M02	Height_M03	Height_M04	Height_M05	Height_M06	Height_M07	Height_M08	Height_M09	Height_M10	Height_M11	Height_M12	Saturation Count_M01_Ch01	Saturation Count_M02_Ch02	Saturation Count_M03_Ch03	Saturation Count_M04_Ch04	Saturation Count_M05_Ch05	Saturation Count_M06_Ch06	Saturation Count_M07_Ch07	Saturation Count_M08_Ch08	Saturation Count_M09_Ch09	Saturation Count_M10_Ch10	Saturation Count_M11_Ch11	Saturation Count_M12_Ch12	Saturation Percent_M01_Ch01	Saturation Percent_M02_Ch02	Saturation Percent_M03_Ch03	Saturation Percent_M04_Ch04	Saturation Percent_M05_Ch05	Saturation Percent_M06_Ch06	Saturation Percent_M07_Ch07	Saturation Percent_M08_Ch08	Saturation Percent_M09_Ch09	Saturation Percent_M10_Ch10	Saturation Percent_M11_Ch11	Saturation Percent_M12_Ch12	Bright Detail Intensity R3_MC_Ch01	Bright Detail Intensity R3_MC_Ch02	Bright Detail Intensity R3_MC_Ch03	Bright Detail Intensity R3_MC_Ch04	Bright Detail Intensity R3_MC_Ch05	Bright Detail Intensity R3_MC_Ch06	Bright Detail Intensity R3_MC_Ch07	Bright Detail Intensity R3_MC_Ch08	Bright Detail Intensity R3_MC_Ch09	Bright Detail Intensity R3_MC_Ch10	Bright Detail Intensity R3_MC_Ch11	Bright Detail Intensity R3_MC_Ch12	Time	Raw Centroid X	Raw Centroid Y	Flow Speed
0	53,7777777777778	0	0	0	0	0	0	0	2,66666666666667	0	0	0	53,7777777777778	0,779338899979591	0	0	0	0	0	0	0	0,158345625188096	0	0	0	0,716490942542022	0	0	0	0	0	0	0	0,149070116161862	0	0	0	754,683823529412	8,09558823529412	28,3492647058824	28,4154411764706	29,9044117647059	28,2279411764706	42,7941176470588	33,7169117647059	765,158088235294	28,0073529411765	28,2683823529412	30,8272058823529	0,0518417462482947	0	0	0	0	0	0	0	0,0200803212851406	0	0	0	0,247702264737786	0	0	0	0	0	0	0	0,240841586945344	0	0	0	22,0712457747054	0	0	0	0	0	0	0	29,8559720813493	0	0	0	-10619,9705882354	268,735294117645	159,955882352943	-24,0735294117641	-151,735294117648	79,6764705882363	-282,352941176477	-180,985294117648	-10215,5147058822	-91,5588235294103	-160,89705882353	-756,367647058819	-21,9420879922218	0	0	0	0	0	0	0	-20,1580882352941	0	0	0	-21,6838235294117	0	0	0	0	0	0	0	-20,6580882352941	0	0	0	26,3161764705883	4,90441176470588	3,65073529411765	3,58455882352941	4,09558823529412	3,77205882352941	5,20588235294117	2,28308823529412	11,8419117647059	2,99264705882353	3,73161764705882	0,172794117647058	781	13	32	32	34	32	48	36	777	31	32	31	689	5	25	24	24	25	35	31	715	25	24	27	11	0	0	0	0	0	0	0	5,66666666666667	0	0	0	8	0	0	0	0	0	0	0	1,66666666666667	0	0	0	11	0	0	0	0	0	0	0	5,66666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1759,99998950958	829	814,999997377396	703,000002861023	1357	952,000005722046	892,999994516373	600	1689,00000238419	720,999977827072	754	470	0	6,57103825136612	12,9690346083789	37,0919072004119
1	2,66666666666667	2,33333333333333	0	0	0	0	0	0	3,11111111111111	0	0	5,66666666666667	6	0,869264353196378	0,631719959640888	0	0	0	0	0	0	0,63948170837268	0	0	0,665147123999413	0,800215324926513	0,730304942904163	0	0	0	0	0	0	0,651218696107421	0	0	0,745567728847257	748,493055555556	3,95833333333333	27,9027777777778	27,8333333333333	29,1388888888889	27,2638888888889	39,4097222222222	29,2430555555556	758,076388888889	34,2638888888889	32,3819444444444	29,9444444444444	0,0857547838412473	0,575757575757576	0	0	0	0	0	0	0,0752089136490251	0	0	0,412844036697248	9,34823597229319	603,050108932462	0	0	0	0	0	0	4,86115666954057	0	0	60,7941674756819	66,2250717945693	56,7218511840981	0	0	0	0	0	0	71,1908891141275	0	0	49,4828134868516	-500,624999999999	159,25	34,25	35,0000000000001	38,5	19,75	45,875	77,8749999999999	-344,125000000001	-0,249999999999829	14,3750000000001	693	-19,5347222222222	7,13690476190476	0	0	0	0	0	0	-15,7906746031746	0	0	13,5457516339869	-9,49305555555554	5,04166666666667	0	0	0	0	0	0	-3,07638888888891	0	0	8,05555555555556	17,5069444444445	22,0416666666667	3,09722222222222	2,16666666666667	3,86111111111111	3,73611111111111	5,59027777777778	6,75694444444444	13,9236111111111	2,73611111111111	5,61805555555556	53,0555555555556	766	26	31	30	33	31	45	36	772	37	38	83	645	1	27	27	26	25	38	28	664	32	30	30	2	2	0	0	0	0	0	0	2,33333333333333	0	0	3	1,66666666666667	1,33333333333333	0	0	0	0	0	0	1,66666666666667	0	0	2,33333333333333	2	2	0	0	0	0	0	0	2,33333333333333	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	332,999999761581	189,999999344349	83	80	176	99,999998986721	97	96	363	78,9999988675117	60	645	1,947977	33,7333333333333	7,73333333333333	37,4355182373733
2	6,44444444444444	3,55555555555556	0	0	0	0	0	0	2,88888888888889	0	0	5,33333333333333	8,66666666666667	0,418084871772364	0,653835799384408	0	0	0	0	0	0	0,798347356380767	0	0	0,831452674668924	0,412387186599085	0,551819568799335	0	0	0	0	0	0	0,872462871298052	0	0	0,796500363291395	748,930555555556	4,96527777777778	28,1597222222222	28,2569444444444	29,7083333333333	27,6180555555556	40,2430555555556	29,9861111111111	758,159722222222	32,8125	31,2083333333333	29,8055555555556	0,0294511378848728	0,791044776119403	0	0	0	0	0	0	0,121362668559262	0	0	0,777777777777778	1,3975635229134	882,932597556169	0	0	0	0	0	0	11,3870556468567	0	0	327,978062885479	74,6797869977058	59,8255495494257	0	0	0	0	0	0	74,2655990910683	0	0	53,2959357982159	-0,583333333332348	356,708333333334	42,5416666666667	8,95833333333346	-4,24999999999991	-16,2083333333335	-52,9583333333335	-28,9166666666666	-269,458333333329	-53,375	-48,2499999999999	2854,16666666666	-0,723659003831405	10,8159722222222	0	0	0	0	0	0	-11,3904914529914	0	0	58,8194444444444	-1,93055555555554	5,53472222222222	0	0	0	0	0	0	2,84027777777783	0	0	29,6944444444444	25,0694444444445	55,0347222222222	2,84027777777778	2,74305555555556	4,29166666666667	3,38194444444444	1,75694444444444	5,01388888888889	31,8402777777778	2,1875	1,79166666666667	252,194444444444	774	60	31	31	34	31	42	35	790	35	33	282	723	2	26	25	25	24	37	27	619	30	28	28	6,66666666666667	2,33333333333333	0	0	0	0	0	0	2	0	0	2,66666666666667	2,66666666666667	1,66666666666667	0	0	0	0	0	0	1,66666666666667	0	0	2,33333333333333	6	2,33333333333333	0	0	0	0	0	0	2	0	0	2,66666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	685,999999761581	404	148,000000238419	123	199,999998927116	163	100	100	537,000000119209	73	108,999995231628	2677,99999690056	2,070917	28,5	7,16666666666667	37,4355182373733
3	5,77777777777778	5,55555555555555	0	0	0	0	3,88888888888889	3,66666666666667	6,44444444444444	0	2,44444444444444	8,44444444444444	9	0,763761880385053	0,684517454899864	0	0	0	0	0,842733685032453	0,931891116296093	0,934495527289065	0	0,62156170997876	0,729855758162987	0,817365845137519	0,677658251548305	0	0	0	0	0,811286720236187	0,927362427615347	0,820917587885661	0	0,660769761414311	0,681778601428925	747,785	3,92	28,19	28,505	29,51	27,705	39,235	29,45	756,91	35,06	33,22	30,555	0,259320629660315	0,75	0	0	0	0	0,203883495145631	0,359223300970874	0,395061728395062	0	0,204545454545455	0,657142857142857	21,8273530439813	264,555195892399	0	0	0	0	19,4233595990265	52,9596685403025	27,3058553064211	0	32,9941823214331	119,361826536156	55,4007639935886	47,2437698636299	0	0	0	0	47,4917049624723	48,8860784914957	61,2543377473174	0	57,9566929734513	44,7979258119243	-3606,58499999999	644,480000000001	58,61	85,0950000000002	94,6899999999997	67,8950000000001	362,964999999999	547,55	-3235,70999999999	106,14	148,18	2747,045	-69,5157692307691	12	0	0	0	0	9,05071428571428	15,0348484848485	-57,3755172413792	0	8,55272727272727	36,0502631578948	-27,285	7,08	0	0	0	0	6,765	10,55	5,09000000000003	0	7,28	21,945	14,215	38,08	6,81	5,495	6,49	11,295	22,765	40,55	35,09	9,94	19,78	153,445	762	42	35	34	36	39	62	70	792	45	53	184	436	2	25	27	27	24	38	28	303	33	26	31	3	2,66666666666667	0	0	0	0	2,33333333333333	2	2,66666666666667	0	2	3,66666666666667	2,33333333333333	2,66666666666667	0	0	0	0	2	2	2,66666666666667	0	1,33333333333333	3	3	2,66666666666667	0	0	0	0	2,33333333333333	2	2,66666666666667	0	2	3,66666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	387,99999833107	518,000001192093	188	135	184	215,999999284744	291,000000715256	434,999998033047	794,999999940395	102,999998152256	292	2005,00000190735	2,685004	34,6803652968037	7,80821917808219	37,5086702026638
4	3,22222222222222	0	0	0	0	0	0	0	1,44444444444444	0	0	3,11111111111111	5,22222222222222	0,279066307952664	0	0	0	0	0	0	0	0,529150262212918	0	0	0,747111353699387	0,295093110733615	0	0	0	0	0	0	0	0,515744537688637	0	0	0,972695745887755	742,9375	9,2875	28,7375	29	30,475	28,1375	43,2625	34,7	750,564102564103	27,525	27,2625	28,3125	0,0188933873144399	0	0	0	0	0	0	0	0,0273881095524382	0	0	0,592105263157895	0,482131942810888	0	0	0	0	0	0	0	0,42401469583371	0	0	45,469231266289	67,4534583084805	0	0	0	0	0	0	0	63,0261430652361	0	0	53,5147789806206	-22,0625	39,4875	-3,66250000000003	-22	-18,3250000000001	3,53750000000003	102,6625	63,0999999999999	138,487179487181	-32,6749999999999	-9,33749999999997	661,3125	-1,14439655172414	0	0	0	0	0	0	0	4,82051282051284	0	0	23,8303571428571	-1,9375	0	0	0	0	0	0	0	7,43589743589746	0	0	14,1875	12,0625	3,7125	1,2625	2	3,525	2,8625	20,7375	14,3	18,4358974358975	2,475	1,7375	92,6875	755	13	30	31	34	31	64	49	769	30	29	121	727	8	27	26	27	25	41	33	728	24	25	26	4,33333333333333	0	0	0	0	0	0	0	1,66666666666667	0	0	2	3,33333333333333	0	0	0	0	0	0	0	1	0	0	1,66666666666667	4,33333333333333	0	0	0	0	0	0	0	1,66666666666667	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	353	63	71,999999165535	60	127,999997615814	80	161	111	321	54,0000003576279	54	611	4,122167	0,623188405797101	7,02898550724638	37,7298515502962
5	3,22222222222222	4,44444444444444	4,22222222222222	4,11111111111111	4,33333333333333	2,33333333333333	5	6	6	5,33333333333333	5,77777777777778	5,44444444444444	8,11111111111111	0,253845837068087	0,823054891753102	0,859439563690411	0,838339592399573	0,847923155643865	0,5926689500169	1	0,929550753300199	0,929550753300199	0,884285722714357	0,970026589241732	0,636231721548281	0,25318757267287	0,83156181237498	0,868139187100254	0,805721377814083	0,862105843603712	0,605417866075957	0,934849572490638	0,912146074790435	0,906720740675823	0,919627076442873	0,947790002758362	0,605836739051518	725,618055555556	7,23611111111111	28,125	28,4652777777778	29,2569444444444	28,1736111111111	42,2013888888889	32,4861111111111	733,4375	29,5555555555556	29,9583333333333	29,5208333333333	0,0407055630936228	0,89375	0,678756476683938	0,557142857142857	0,507692307692308	0,135135135135135	0,639575971731449	0,811881188118812	0,0443864229765013	0,627906976744186	0,609756097560976	0,365384615384615	2,34010053428533	564,559654487712	287,526482172225	176,123367520106	152,783986197702	25,6736823169635	267,719425504135	361,943831205296	1,83163307235386	202,174284279257	133,844382654818	40,9974371925099	71,049306998841	54,9028143603242	54,7185375786997	54,9989466408251	52,6547614304507	46,4213189466284	53,1479481656347	53,2329104435473	48,8758979314938	53,3434766366743	50,5794947796133	44,4225961574837	59,8819444444454	3075,76388888888	1439,875	801,034722222221	769,243055555555	189,326388888889	2252,29861111112	4355,51388888888	1356,0625	1315,44444444444	1312,04166666667	808,979166666666	5,00263409961687	73,2388888888888	36,375	21,318506006006	18,7943376068376	8,06448412698412	47,9763888888889	79,8472222222221	24,6365740740741	27,1527777777778	25,1762820512821	15,7852891156462	2,38194444444446	31,2638888888889	17,875	12,5347222222222	11,7430555555556	7,82638888888889	22,7986111111111	35,0138888888889	22,5625	13,9444444444444	14,0416666666667	13,4791666666667	41,3819444444445	295,763888888889	133,875	80,5347222222222	68,7430555555556	13,8263888888889	198,798611111111	416,513888888889	68,5625	119,444444444444	104,041666666667	45,4791666666667	767	303	162	109	98	42	241	449	802	149	134	75	707	7	28	27	27	24	41	31	728	28	28	28	5,33333333333333	2,33333333333333	2,33333333333333	2,33333333333333	2,33333333333333	2	2,33333333333333	2,66666666666667	2,66666666666667	2,66666666666667	2,66666666666667	3	1,66666666666667	2	2	2	2	1,33333333333333	2,33333333333333	2,66666666666667	2,66666666666667	2,33333333333333	2,66666666666667	2	5,33333333333333	2,33333333333333	2,33333333333333	2,33333333333333	2,33333333333333	2	2,33333333333333	2,66666666666667	2,66666666666667	2,66666666666667	2,66666666666667	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	718,99999833107	2599,99999368191	1317	766,000000238419	764,999999523163	313	1704,00000286102	3735,99998903275	1453	1139,00000166893	1072,00000137091	665,999996423721	11,752321	14,5757575757576	9,13333333333333	38,6997217262362
6	4,55555555555556	3,55555555555556	0	0	0	0	0	0	3,66666666666667	0	0	5,88888888888889	6,88888888888889	0,863773589975217	0,703178945419725	0	0	0	0	0	0	0,846462656292835	0	0	0,763688517441082	0,714721382698476	0,637572918256825	0	0	0	0	0	0	0,676277540901464	0	0	0,672181453614052	697,152777777778	5,89583333333333	28,2013888888889	28,3958333333333	29,3402777777778	27,3680555555556	39,4930555555556	30,2569444444444	703,729166666667	32,2777777777778	31,3263888888889	30,0277777777778	0,183727034120735	0,746031746031746	0	0	0	0	0	0	0,0532374100719424	0	0	0,760797342192691	48,8656384482151	565,765562814448	0	0	0	0	0	0	3,39437012101922	0	0	328,215425436552	74,78914315922	55,6985269108045	0	0	0	0	0	0	67,2271296770696	0	0	51,8602984077967	49,5277777777746	401,458333333334	-3,48611111111114	-14,5416666666666	-5,09722222222227	31,1805555555555	-34,5694444444445	2,06944444444454	-271,208333333331	-12,2222222222223	-17,2361111111111	3190,27777777778	0,798441734417294	11,6354166666667	0	0	0	0	0	0	-9,60795454545451	0	0	59,5759958071278	-8,15277777777783	7,10416666666667	0	0	0	0	0	0	-7,72916666666663	0	0	33,9722222222222	273,847222222222	49,1041666666667	1,79861111111111	3,60416666666667	3,65972222222222	3,63194444444444	4,50694444444444	2,74305555555556	28,2708333333334	2,72222222222222	2,67361111111111	281,972222222222	971	55	30	32	33	31	44	33	732	35	34	312	617	5	25	26	25	21	30	28	658	30	29	31	2,33333333333333	2,33333333333333	0	0	0	0	0	0	2,33333333333333	0	0	3	2,33333333333333	1,66666666666667	0	0	0	0	0	0	2	0	0	2,33333333333333	2,33333333333333	2,33333333333333	0	0	0	0	0	0	2,33333333333333	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1412	401,999998807907	117,999999642372	73,9999998807907	139,999997377396	190	142	92	437,000000238419	93,9999978542328	125	2524,99999058247	29,911553	28,5520833333333	6,52083333333333	40,3045920760382
7	7,55555555555555	7,22222222222222	0	0	0	0	0	0	6	0	0	7,33333333333333	10,5555555555556	0,71263933485082	0,857195039380506	0	0	0	0	0	0	0,690554490703521	0	0	0,769660037548171	0,489472798483883	0,805582307348443	0	0	0	0	0	0	0,503718998249502	0	0	0,727970731176429	693,663043478261	10,0163043478261	28,7445652173913	29,1358695652174	30,2445652173913	28,9782608695652	42,6086956521739	34,070652173913	700,684782608696	29,0978260869565	28,9402173913043	29,4891304347826	0,133836650652025	0,694117647058824	0	0	0	0	0	0	0,0644699140401146	0	0	0,74496644295302	11,8160810397413	301,523698571341	0	0	0	0	0	0	4,17324775690826	0	0	173,029466295479	73,472615430884	48,3441654413532	0	0	0	0	0	0	72,3459255046223	0	0	44,5495884656206	489,010869565217	1155,45108695652	-3,73369565217394	-16,9076086956521	-10,2336956521739	-10,9347826086958	-98,8260869565216	-34,7119565217394	-424,054347826085	-93,2934782608699	-27,320652173913	4820,53260869565	6,2193094629156	17,1221571906355	0	0	0	0	0	0	-9,27737520128822	0	0	68,1623847167325	-7,16304347826087	9,98369565217391	0	0	0	0	0	0	-12,1847826086956	0	0	43,5108695652174	138,336956521739	74,9836956521739	2,2554347826087	2,86413043478261	2,7554347826087	5,02173913043478	2,39130434782609	2,92934782608695	52,3152173913044	0,902173913043477	2,05978260869565	278,510869565217	832	85	31	32	33	34	45	37	753	30	31	308	621	8	27	26	26	22	35	31	652	26	26	31	3,33333333333333	3	0	0	0	0	0	0	3	0	0	3,33333333333333	2,66666666666667	2,66666666666667	0	0	0	0	0	0	2,33333333333333	0	0	2,66666666666667	3,33333333333333	3	0	0	0	0	0	0	3	0	0	3,33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2476,99999713898	874,000001549721	136	147,999997258186	213	220,999998569489	140,000000953674	130,000001549721	998	140,999993681908	143	3432,99996364117	32,01665	6,53721682847896	7,39805825242719	40,5386736562052
8	8,55555555555555	5,44444444444444	0	0	0	0	0	0	3,33333333333333	0	0	9,22222222222222	11,7777777777778	0,680480990737787	0,668871852718626	0	0	0	0	0	0	0,757393959900563	0	0	0,570988448360091	0,80688751204353	0,786553817825836	0	0	0	0	0	0	0,702105689341221	0	0	0,505312830373064	686,034722222222	10,2916666666667	28,6944444444444	28,6875	29,5555555555556	28,3819444444444	42,25	34,1388888888889	693,513888888889	26,9305555555556	27,5208333333333	28,5416666666667	0,0362158167036216	0,351351351351351	0	0	0	0	0	0	0,0373626373626374	0	0	0,194805194805195	1,26996546487445	64,3008891336848	0	0	0	0	0	0	1,42266635044721	0	0	9,27350185677393	66,1753151687131	45,3201516469351	0	0	0	0	0	0	55,1425398617737	0	0	37,5875118741853	-629,68055555555	314,083333333333	36,3888888888891	-16,875	-4,88888888888906	18,5138888888891	42,5	103,277777777778	-723,472222222225	40,3611111111109	23,7916666666668	591,583333333333	-8,3593975468975	5,32057823129252	0	0	0	0	0	0	-17,8805555555556	0	0	6,92821285140562	-7,03472222222217	3,70833333333333	0	0	0	0	0	0	-20,0138888888889	0	0	5,45833333333333	14,9652777777778	17,7083333333333	3,30555555555556	3,3125	4,44444444444444	3,61805555555556	3,75	4,86111111111111	14,4861111111111	3,06944444444444	2,47916666666667	20,4583333333333	701	28	32	32	34	32	46	39	708	30	30	49	650	9	26	26	25	25	40	32	657	26	25	27	6,33333333333333	3	0	0	0	0	0	0	2,33333333333333	0	0	4,33333333333333	4	2	0	0	0	0	0	0	2	0	0	3	6,33333333333333	3	0	0	0	0	0	0	2,33333333333333	0	0	4,33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	883,999998092651	278,999999523163	160	162	270	173	194	143,999999523163	590	139	109	408,000005662441	38,195576	4,01129943502825	8,75706214689266	40,9713169182779
9	9,66666666666667	12,2222222222222	9,11111111111111	8,55555555555555	5,11111111111111	0	9,44444444444444	12,4444444444444	5,44444444444444	9,22222222222222	9,22222222222222	14,5555555555556	17,2222222222222	0,755163610600463	0,76113088754485	0,727689583609027	0,784488551445608	0,693892552568735	0	0,777748813187815	0,743544785847157	0,679937564008598	0,834883217778197	0,777017761228381	0,747099167761931	0,765313507275044	0,694360419908412	0,611602899602855	0,62390505605431	0,520673454830455	0	0,709443355515401	0,643066393325768	0,378016582325196	0,662802451953361	0,616830023407379	0,835645587506835	680,49	9,67	28,18	28,105	28,905	28	41,07	32,72	687,095	27,34	28,41	29,11	0,129770992366412	0,729166666666667	0,333333333333333	0,230769230769231	0,214285714285714	0	0,451219512195122	0,62303664921466	0,106976744186047	0,340659340659341	0,340425531914894	0,456	7,95346455613207	57,2690432470082	23,6356434100473	12,4177489592725	39,4407113283106	0	26,8134921864387	48,2201390057052	7,5189207103488	18,534745221511	30,462015261609	22,8627496124799	75,6692269620464	35,2750990039163	37,5030511275831	36,5293012931807	40,4567640767915	0	39,0020574516006	38,3626574886418	67,7117620789777	37,3948293127164	39,245245596503	32,5208901827514	146,049999999999	2897,14999999999	1246,1	707,724999999999	662,725000000002	181	2250,15	3938,40000000002	1118,275	1077,3	1204,45	2877,95	1,53298850574712	25,8209090909091	14,0882926829268	8,33655844155843	10,7689130434783	0	25,9064705882353	34,7175000000001	19,2519387755102	12,0093975903614	13,5177108433735	21,4930534351145	-5,49000000000001	16,33	11,82	6,895	10,095	0	18,93	21,78	3,90499999999997	9,66	10,59	13,89	157,51	79,33	39,82	21,895	26,095	7	86,93	143,28	156,905	36,66	41,59	65,89	838	89	68	50	55	35	128	176	844	64	70	95	614	9	26	26	25	25	39	32	669	26	27	29	4	4,33333333333333	3,66666666666667	3,66666666666667	3	0	3,66666666666667	4,33333333333333	3	3,66666666666667	3,66666666666667	5	3	3,33333333333333	2,66666666666667	3	2,33333333333333	0	3	3,33333333333333	2,33333333333333	3	3	3,66666666666667	4	4,33333333333333	3,66666666666667	3,66666666666667	3	0	3,66666666666667	4,33333333333333	3	3,66666666666667	3,66666666666667	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2678,99999880791	1679,00003397465	854,999995827675	496,000005722046	581,99999165535	392	1392,0000013113	2306,99997210503	2047,99999761581	655,999998152256	763,000000476837	1058,99999237061	45,232812	8,32993197278912	8,74489795918367	41,3019085018035
