Z:\Data_Julius\Stain Concentration Experiment 8_2_23\A03.daf
All

Object Number	Area_M01	Area_M02	Area_M03	Area_M04	Area_M05	Area_M06	Area_M07	Area_M08	Area_M09	Area_M10	Area_M11	Area_M12	Area_MC	Aspect Ratio_M01	Aspect Ratio_M02	Aspect Ratio_M03	Aspect Ratio_M04	Aspect Ratio_M05	Aspect Ratio_M06	Aspect Ratio_M07	Aspect Ratio_M08	Aspect Ratio_M09	Aspect Ratio_M10	Aspect Ratio_M11	Aspect Ratio_M12	Aspect Ratio Intensity_M01_Ch01	Aspect Ratio Intensity_M02_Ch02	Aspect Ratio Intensity_M03_Ch03	Aspect Ratio Intensity_M04_Ch04	Aspect Ratio Intensity_M05_Ch05	Aspect Ratio Intensity_M06_Ch06	Aspect Ratio Intensity_M07_Ch07	Aspect Ratio Intensity_M08_Ch08	Aspect Ratio Intensity_M09_Ch09	Aspect Ratio Intensity_M10_Ch10	Aspect Ratio Intensity_M11_Ch11	Aspect Ratio Intensity_M12_Ch12	Bkgd Mean_Ch01	Bkgd Mean_Ch02	Bkgd Mean_Ch03	Bkgd Mean_Ch04	Bkgd Mean_Ch05	Bkgd Mean_Ch06	Bkgd Mean_Ch07	Bkgd Mean_Ch08	Bkgd Mean_Ch09	Bkgd Mean_Ch10	Bkgd Mean_Ch11	Bkgd Mean_Ch12	Modulation_M01_Ch01	Modulation_M02_Ch02	Modulation_M03_Ch03	Modulation_M04_Ch04	Modulation_M05_Ch05	Modulation_M06_Ch06	Modulation_M07_Ch07	Modulation_M08_Ch08	Modulation_M09_Ch09	Modulation_M10_Ch10	Modulation_M11_Ch11	Modulation_M12_Ch12	Contrast_M01_Ch01	Contrast_M02_Ch02	Contrast_M03_Ch03	Contrast_M04_Ch04	Contrast_M05_Ch05	Contrast_M06_Ch06	Contrast_M07_Ch07	Contrast_M08_Ch08	Contrast_M09_Ch09	Contrast_M10_Ch10	Contrast_M11_Ch11	Contrast_M12_Ch12	Gradient RMS_M01_Ch01	Gradient RMS_M02_Ch02	Gradient RMS_M03_Ch03	Gradient RMS_M04_Ch04	Gradient RMS_M05_Ch05	Gradient RMS_M06_Ch06	Gradient RMS_M07_Ch07	Gradient RMS_M08_Ch08	Gradient RMS_M09_Ch09	Gradient RMS_M10_Ch10	Gradient RMS_M11_Ch11	Gradient RMS_M12_Ch12	Intensity_MC_Ch01	Intensity_MC_Ch02	Intensity_MC_Ch03	Intensity_MC_Ch04	Intensity_MC_Ch05	Intensity_MC_Ch06	Intensity_MC_Ch07	Intensity_MC_Ch08	Intensity_MC_Ch09	Intensity_MC_Ch10	Intensity_MC_Ch11	Intensity_MC_Ch12	Mean Pixel_M01_Ch01	Mean Pixel_M02_Ch02	Mean Pixel_M03_Ch03	Mean Pixel_M04_Ch04	Mean Pixel_M05_Ch05	Mean Pixel_M06_Ch06	Mean Pixel_M07_Ch07	Mean Pixel_M08_Ch08	Mean Pixel_M09_Ch09	Mean Pixel_M10_Ch10	Mean Pixel_M11_Ch11	Mean Pixel_M12_Ch12	Median Pixel_M01_Ch01	Median Pixel_M02_Ch02	Median Pixel_M03_Ch03	Median Pixel_M04_Ch04	Median Pixel_M05_Ch05	Median Pixel_M06_Ch06	Median Pixel_M07_Ch07	Median Pixel_M08_Ch08	Median Pixel_M09_Ch09	Median Pixel_M10_Ch10	Median Pixel_M11_Ch11	Median Pixel_M12_Ch12	Max Pixel_MC_Ch01	Max Pixel_MC_Ch02	Max Pixel_MC_Ch03	Max Pixel_MC_Ch04	Max Pixel_MC_Ch05	Max Pixel_MC_Ch06	Max Pixel_MC_Ch07	Max Pixel_MC_Ch08	Max Pixel_MC_Ch09	Max Pixel_MC_Ch10	Max Pixel_MC_Ch11	Max Pixel_MC_Ch12	Raw Max Pixel_MC_Ch01	Raw Max Pixel_MC_Ch02	Raw Max Pixel_MC_Ch03	Raw Max Pixel_MC_Ch04	Raw Max Pixel_MC_Ch05	Raw Max Pixel_MC_Ch06	Raw Max Pixel_MC_Ch07	Raw Max Pixel_MC_Ch08	Raw Max Pixel_MC_Ch09	Raw Max Pixel_MC_Ch10	Raw Max Pixel_MC_Ch11	Raw Max Pixel_MC_Ch12	Raw Min Pixel_MC_Ch01	Raw Min Pixel_MC_Ch02	Raw Min Pixel_MC_Ch03	Raw Min Pixel_MC_Ch04	Raw Min Pixel_MC_Ch05	Raw Min Pixel_MC_Ch06	Raw Min Pixel_MC_Ch07	Raw Min Pixel_MC_Ch08	Raw Min Pixel_MC_Ch09	Raw Min Pixel_MC_Ch10	Raw Min Pixel_MC_Ch11	Raw Min Pixel_MC_Ch12	Length_M01	Length_M02	Length_M03	Length_M04	Length_M05	Length_M06	Length_M07	Length_M08	Length_M09	Length_M10	Length_M11	Length_M12	Width_M01	Width_M02	Width_M03	Width_M04	Width_M05	Width_M06	Width_M07	Width_M08	Width_M09	Width_M10	Width_M11	Width_M12	Height_M01	Height_M02	Height_M03	Height_M04	Height_M05	Height_M06	Height_M07	Height_M08	Height_M09	Height_M10	Height_M11	Height_M12	Saturation Count_M01_Ch01	Saturation Count_M02_Ch02	Saturation Count_M03_Ch03	Saturation Count_M04_Ch04	Saturation Count_M05_Ch05	Saturation Count_M06_Ch06	Saturation Count_M07_Ch07	Saturation Count_M08_Ch08	Saturation Count_M09_Ch09	Saturation Count_M10_Ch10	Saturation Count_M11_Ch11	Saturation Count_M12_Ch12	Saturation Percent_M01_Ch01	Saturation Percent_M02_Ch02	Saturation Percent_M03_Ch03	Saturation Percent_M04_Ch04	Saturation Percent_M05_Ch05	Saturation Percent_M06_Ch06	Saturation Percent_M07_Ch07	Saturation Percent_M08_Ch08	Saturation Percent_M09_Ch09	Saturation Percent_M10_Ch10	Saturation Percent_M11_Ch11	Saturation Percent_M12_Ch12	Bright Detail Intensity R3_MC_Ch01	Bright Detail Intensity R3_MC_Ch02	Bright Detail Intensity R3_MC_Ch03	Bright Detail Intensity R3_MC_Ch04	Bright Detail Intensity R3_MC_Ch05	Bright Detail Intensity R3_MC_Ch06	Bright Detail Intensity R3_MC_Ch07	Bright Detail Intensity R3_MC_Ch08	Bright Detail Intensity R3_MC_Ch09	Bright Detail Intensity R3_MC_Ch10	Bright Detail Intensity R3_MC_Ch11	Bright Detail Intensity R3_MC_Ch12	Time	Raw Centroid X	Raw Centroid Y	Flow Speed
0	16,5555555555556	7,77777777777778	0	0	0	0	0	15,2222222222222	9,33333333333333	0	0	7,44444444444444	17,6666666666667	0,736626780371983	0,824647807286891	0	0	0	0	0	0,651217780315152	0,664360409571843	0	0	0,672652659842453	0,614192090305405	0,823800136925946	0	0	0	0	0	0,630165598554218	0,591281246981056	0	0	0,645611819372613	755,471830985916	7,05555555555556	28,5416666666667	28,9861111111111	29,8680555555556	28,7430555555556	44,3611111111111	33,4930555555556	768,527777777778	30,5833333333333	30,6944444444444	30,4166666666667	0,0537491705374917	0,238095238095238	0	0	0	0	0	0,181818181818182	0,0354796320630749	0	0	0,135802469135802	2,24777985405885	67,3664873376197	0	0	0	0	0	3,6046014045863	0,696293010234814	0	0	6,91331988820753	72,3459815324245	30,2096417940501	0	0	0	0	0	27,2827824244941	66,3840187188623	0	0	28,0547158710261	-163,021126760567	366,166666666668	56,8749999999995	67,2083333333331	45,9791666666664	-11,1458333333336	1412,58333333334	1135,60416666667	-583,916666666675	85,2500000000005	60,5833333333336	714,750000000002	-1,14297192551283	3,30158730158731	0	0	0	0	0	8,03979115977291	-5,68253968253973	0	0	7,65796019900497	0,528169014084483	2,94444444444444	0	0	0	0	0	7,50694444444444	-5,52777777777783	0	0	7,58333333333333	50,5281690140845	5,94444444444444	3,45833333333333	3,01388888888889	5,13194444444444	3,25694444444444	21,6388888888889	20,5069444444444	25,4722222222222	4,41666666666667	3,30555555555556	16,5833333333333	806	13	32	32	35	32	66	54	794	35	34	47	694	6	26	26	26	25	44	34	731	28	28	29	5,33333333333333	3,33333333333333	0	0	0	0	0	4,33333333333333	8	0	0	3,33333333333333	4,33333333333333	3	0	0	0	0	0	4	4	0	0	2,66666666666667	5	3,33333333333333	0	0	0	0	0	4,33333333333333	4,66666666666667	0	0	3,33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2975,00000190735	268	251,999998927116	255	412	365	493,000021874905	426,000001430511	1648,00001716614	260,999999761581	250	334,999993920326	0	16,0027548209366	8,15977961432507	33,368208563604
1	3,11111111111111	2,88888888888889	0	0	0	0	0	0	3,55555555555556	0	0	5,66666666666667	6,44444444444444	0,687568724449829	0,770526855310336	0	0	0	0	0	0	0,908747580686966	0	0	0,861601511134023	0,862868318401532	0,650674913414677	0	0	0	0	0	0	0,889675312441302	0	0	0,809579343166552	752,805555555556	4,51388888888889	28,2708333333333	28,375	29,5833333333333	27,3402777777778	40,5347222222222	30,5486111111111	767,485714285714	32,9166666666667	31,3055555555556	29,7986111111111	0,112508735150245	0,707317073170732	0	0	0	0	0	0	0,0840738209159262	0	0	0,663461538461538	12,8791690780055	553,235876351454	0	0	0	0	0	0	4,40794816937555	0	0	174,88066715529	74,1524649192925	51,2140254158377	0	0	0	0	0	0	73,3343045502728	0	0	49,4945784032344	-101,722222222221	300,194444444444	23,2916666666667	-5,75	1,16666666666674	41,2638888888888	-78,0138888888889	-45,8194444444445	-307,171428571427	-37,1666666666665	-31,7222222222223	2055,68055555556	-7,55555555555554	9,21688034188034	0	0	0	0	0	0	-8,45446428571427	0	0	39,7308006535948	0,694444444444457	6,98611111111111	0	0	0	0	0	0	4,01428571428573	0	0	20,2013888888889	43,1944444444445	30,4861111111111	3,72916666666667	1,625	4,41666666666667	4,65972222222222	3,46527777777778	1,45138888888889	25,5142857142857	1,08333333333334	2,69444444444444	156,201388888889	796	35	32	30	34	32	44	32	793	34	34	186	635	3	26	25	26	26	34	28	670	30	25	32	2,33333333333333	2	0	0	0	0	0	0	2	0	0	2,66666666666667	2	1,66666666666667	0	0	0	0	0	0	2	0	0	2,33333333333333	2,33333333333333	2	0	0	0	0	0	0	2	0	0	2,66666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	674,999998569489	290,999998569489	114,999999403954	77	155,999999046326	119	116,000000715256	72	575,999998092651	76,9999986290932	63	1741,00000238419	0,228804	27,537037037037	8,40740740740741	33,4117701935826
2	6,55555555555555	1,33333333333333	0	0	0	0	0	0	2,55555555555556	0	0	5,33333333333333	8,44444444444444	0,425096350746607	0,730296743340221	0	0	0	0	0	0	0,652783506460549	0	0	0,671447303319731	0,469551903493608	0,798561228031918	0	0	0	0	0	0	0,600670603109358	0	0	0,746387986753873	748,208955223881	4	28,0808823529412	28,3161764705882	29,6691176470588	27,3161764705882	39,5661764705882	29,6617647058824	762,566176470588	35,4779411764706	33,7426470588235	30,2573529411765	0,0326530612244898	0,333333333333333	0	0	0	0	0	0	0,0708333333333333	0	0	0,359223300970874	1,24176009508595	289,041095890411	0	0	0	0	0	0	5,48903472277153	0	0	49,008322229746	59,8878091102026	50,0971818215271	0	0	0	0	0	0	68,6481119983167	0	0	49,7658882804442	-455,880597014925	78	6,85294117647051	16,9705882352941	-0,852941176470509	37,9705882352941	-19,0294117647056	25,7058823529414	-343,02941176471	9,67647058823539	4,5588235294118	590,441176470589	-7,75132810523653	5,25	0	0	0	0	0	0	-17,7400895140666	0	0	11,9926470588235	-6,20895522388059	4	0	0	0	0	0	0	-4,56617647058829	0	0	7,24264705882353	11,7910447761194	10	2,91911764705882	3,68382352941176	5,33088235294118	3,68382352941176	7,43382352941177	8,33823529411765	13,4338235294117	1,52205882352941	5,25735294117647	40,7426470588235	760	14	31	32	35	31	47	38	776	37	39	71	710	2	26	26	26	24	36	28	669	33	31	29	4,33333333333333	1,33333333333333	0	0	0	0	0	0	2	0	0	3	4,33333333333333	1	0	0	0	0	0	0	1,33333333333333	0	0	2	4,33333333333333	1,33333333333333	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	600,999992847443	159	130,999998986721	131,999998688698	191	129,999999344349	155,999999642372	108,999999880791	379	95	112,000000238419	623	2,127792	36,8034188034188	5,39316239316239	33,69032378449
3	6,22222222222222	3,33333333333333	0	0	0	0	0	0	4,77777777777778	0	0	6,11111111111111	8,66666666666667	0,668724942264545	0,640912757811063	0	0	0	0	0	0	0,813616370456094	0	0	0,896168378442423	0,691820769944722	0,682571033952961	0	0	0	0	0	0	0,95405274571173	0	0	0,853716004378115	737,326388888889	4,84027777777778	28,3125	28,2847222222222	29,2291666666667	27,4305555555556	39,4166666666667	29,9583333333333	751,548611111111	32,3263888888889	30,8125	29,8194444444444	0,105263157894737	0,6	0	0	0	0	0	0	0,0797202797202797	0	0	0,714285714285714	7,60870977716614	292,068630624798	0	0	0	0	0	0	4,13743791910642	0	0	187,491847402616	75,1647225567067	48,6185404044247	0	0	0	0	0	0	70,9028738517799	0	0	48,5374678379422	-26,4583333333353	316,458333333334	22,625	-7,20833333333327	-1,87500000000009	21,4166666666665	-5,49999999999982	-39,7499999999999	-328,791666666665	-61,4583333333331	10,625	2930,08333333334	-1,30853174603177	8,49305555555556	0	0	0	0	0	0	-9,96721576227388	0	0	52,2351010101011	6,67361111111109	7,15972222222222	0	0	0	0	0	0	6,45138888888891	0	0	32,1805555555556	43,6736111111111	23,1597222222222	2,6875	2,71527777777778	4,77083333333333	3,56944444444444	5,58333333333334	2,04166666666667	24,4513888888889	1,67361111111111	4,1875	206,180555555556	781	28	31	31	34	31	45	32	776	34	35	236	628	4	26	26	26	24	34	27	637	29	27	29	4	2,33333333333333	0	0	0	0	0	0	2,66666666666667	0	0	2,66666666666667	2,66666666666667	1,66666666666667	0	0	0	0	0	0	2,33333333333333	0	0	2,66666666666667	4	2,33333333333333	0	0	0	0	0	0	2,66666666666667	0	0	2,66666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	991	272,999999046326	132	104,000000119209	188,000001132488	137	180,000000715256	114	861,999997615814	107,999999880791	155	2299,00001311302	4,517735	27,7692307692308	7,22649572649573	34,154914548422
4	6,33333333333333	6,22222222222222	5,33333333333333	5,55555555555555	5,55555555555555	5,44444444444444	5,88888888888889	7,55555555555555	7,88888888888889	6,55555555555555	7,11111111111111	6,22222222222222	9,22222222222222	0,360270252539124	0,88632185982075	0,888956636984631	0,860892045394467	0,877760445214389	0,754278512939749	0,959935309223515	0,947391353756942	0,510627329379565	0,880671361928243	0,972366699247177	0,759990192053354	0,789197782515953	0,816308534388766	0,84227134911691	0,814515248867485	0,892927727221513	0,782726975635506	0,897360479359762	0,854910961374824	0,820505480458022	0,8862300200232	0,952668757154263	0,815746733369311	729,322916666667	5,83854166666667	28,7708333333333	28,96875	30,0260416666667	27,984375	40,3385416666667	31,0104166666667	742,546875	32,3958333333333	30,71875	30,3645833333333	0,309600862998921	0,947926711668274	0,84297520661157	0,754512635379061	0,722222222222222	0,38	0,84375	0,9350563286945	0,194550408719346	0,825892857142857	0,782352941176471	0,719101123595506	72,6138478703771	493,657510660116	446,250672962467	343,517584777977	346,346923643611	46,8977730733217	346,027972794813	377,455256124131	8,34110360496546	299,256690500673	225,604057489814	162,123097278827	73,4732005441275	53,1547494692796	54,2010495620404	53,6058646007613	53,6775364141327	44,359700348779	51,0327516588882	51,3769720833751	48,7636286695438	51,4865015401248	49,3980429560651	44,2756251808908	983,197916666671	12938,4010416667	5269,02083333334	2861,59375	2347,83854166667	774,296875	10586,9010416667	18975,1354166667	5392,609375	4744,14583333334	3940,34375	5940,73958333334	17,6595394736843	222,768601190476	105,979166666667	55,73125	45,3139583333333	15,3217474489796	192,963345125786	276,430759803921	75,1573503521127	78,7906073446328	60,390625	86,046130952381	-2,32291666666663	97,6614583333333	46,2291666666667	25,03125	22,4739583333333	12,015625	102,661458333333	104,989583333333	38,453125	33,6041666666667	26,78125	60,1354166666667	501,677083333333	1120,16145833333	517,229166666667	274,03125	227,973958333333	45,015625	851,661458333333	1524,98958333333	401,453125	378,604166666667	280,28125	279,635416666667	1231	1126	546	303	258	73	892	1556	1144	411	311	310	623	13	28	28	27	25	33	31	735	33	31	30	6,66666666666667	3	2,66666666666667	2,66666666666667	2,66666666666667	3	2,66666666666667	3	6,66666666666667	3	3	3	5,33333333333333	2,66666666666667	2,33333333333333	2,33333333333333	2,33333333333333	2,33333333333333	2,66666666666667	3	5,33333333333333	2,66666666666667	3	2,33333333333333	6,66666666666667	3	2,66666666666667	2,66666666666667	2,66666666666667	3	2,66666666666667	3	6,66666666666667	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3085,00000071526	11394,9999809265	4710,00002288818	2390	2014,99999004602	666	8649,99993181229	14777,9999599457	4169	3622,99999809265	2844	4311,99999332428	6,345882	25,968253968254	15,5238095238095	34,5856972544382
5	5,66666666666667	1,33333333333333	0	0	0	0	4,44444444444444	5,44444444444444	3,66666666666667	0	0	0	6,44444444444444	0,756782516976146	0,730296743340221	0	0	0	0	0,955971227446247	0,884667955170059	0,831995312859944	0	0	0	0,875901462009681	0,729790601246878	0	0	0	0	0,894077760808099	0,884394388632098	0,898056438015334	0	0	0	726,763888888889	6,06944444444444	28,625	28,6041666666667	30,0972222222222	27,9236111111111	40,3263888888889	31,1388888888889	739,993055555556	31,8680555555556	30,2708333333333	29,8680555555556	0,0975292587776333	0,181818181818182	0	0	0	0	0,178571428571429	0,218390804597701	0,0993042378241619	0	0	0	3,98271710762025	78,7856620336503	0	0	0	0	10,8909897936154	10,8043231074919	6,66002935306906	0	0	0	72,6766916878715	32,047590382304	0	0	0	0	37,1243926452853	37,4165254630382	76,2964008724616	0	0	0	63,694444444443	173,972222222222	79,75	38,9583333333332	29,3611111111112	22,4305555555555	609,069444444444	541,944444444444	-12,5972222222215	54,6527777777777	19,2916666666667	181,652777777778	3,94199346405226	4,51388888888889	0	0	0	0	14,0486111111111	10,6366213151927	5,52209595959597	0	0	0	-9,76388888888891	4,93055555555556	0	0	0	0	13,1736111111111	8,86111111111111	-14,9930555555555	0	0	0	120,236111111111	6,93055555555556	4,375	3,39583333333333	4,90277777777778	4,07638888888889	25,6736111111111	23,8611111111111	129,006944444444	3,13194444444444	4,72916666666667	11,1319444444444	847	13	33	32	35	32	66	55	869	35	35	41	692	6	25	27	28	23	40	31	712	30	28	29	3	1,33333333333333	0	0	0	0	2,33333333333333	2,66666666666667	2,33333333333333	0	0	0	2,66666666666667	1	0	0	0	0	2,33333333333333	2,33333333333333	2	0	0	0	3	1,33333333333333	0	0	0	0	2,33333333333333	2,66666666666667	2,33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1423,00000143051	154,999998569489	120	89,9999997615814	151,000001311302	131	436,999996125698	355,999994754791	997,999999523163	125	92,9999996423721	150,000000476837	7,127223	24,1004566210046	6,56164383561644	34,6950962064405
6	4,88888888888889	5,44444444444444	0	0	0	0	7	8,33333333333333	2	0	0	0	10,6666666666667	0,674869201736736	0,443726656526682	0	0	0	0	0,923855391691453	0,919591684383982	0,754430541746378	0	0	0	0,68516479519077	0,797626382510641	0	0	0	0	0,871085692157225	0,874235054313284	0,534148757897333	0	0	0	726,204545454545	7,85227272727273	28,4886363636364	28,5170454545455	29,8011363636364	28,3522727272727	43,0738636363636	33,2727272727273	739,573863636364	29,4886363636364	29,9261363636364	29,9772727272727	0,0331034482758621	0,459459459459459	0	0	0	0	0,373333333333333	0,467625899280576	0,0284552845528455	0	0	0	1,6365800706606	78,5013380909902	0	0	0	0	29,3241619359383	47,7809036398659	0,479674004874905	0	0	0	75,0007031822314	42,9011849824189	0	0	0	0	43,5910054275065	43,0397652733476	78,4322288294387	0	0	0	-31,6363636363676	382,181818181818	137,090909090909	116,363636363636	70,0909090909092	40,1818181818182	1087,90909090909	1413,81818181818	309,909090909092	222,090909090909	283,090909090909	61,1818181818183	-1,31818181818186	7,10691094619666	0	0	0	0	17,0531204906205	19,1406060606061	-0,851641414141404	0	0	0	-0,204545454545496	5,14772727272727	0	0	0	0	10,9261363636364	11,7272727272727	0,426136363636374	0	0	0	29,7954545454545	20,1477272727273	9,51136363636364	5,48295454545455	6,19886363636364	3,64772727272727	60,9261363636364	78,7272727272727	25,4261363636364	13,5113636363636	14,0738636363636	4,02272727272727	756	28	38	34	36	32	104	112	765	43	44	34	681	6	26	27	26	25	40	31	717	27	28	28	5,33333333333333	5	0	0	0	0	3	3,33333333333333	1,66666666666667	0	0	0	4,33333333333333	2,66666666666667	0	0	0	0	3	3	1,33333333333333	0	0	0	5,33333333333333	5	0	0	0	0	3	3,33333333333333	1,66666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	805,99999666214	314,000004768372	208	198	309,999998927116	218	685,99999666214	868,999990224838	723,999999046326	182,000001311302	260,000002264977	105	7,564579	12,8947368421053	9,1578947368421	34,7421936221053
7	5,66666666666667	5,11111111111111	0	0	0	0	0	0	5,44444444444444	0	0	6,77777777777778	8,88888888888889	0,852258231460699	0,832731134202557	0	0	0	0	0	0	0,815013568534993	0	0	0,704627900050564	0,812842760448847	0,807049120614361	0	0	0	0	0	0	0,805976642025046	0	0	0,710475922476116	683,576388888889	6,77777777777778	28,3402777777778	28,4652777777778	29,5347222222222	28,0277777777778	38,9444444444444	30,3055555555556	695,486111111111	32,2777777777778	30,5625	29,7152777777778	0,10407876230661	0,571428571428571	0	0	0	0	0	0	0,0970942593905032	0	0	0,76	9,70663567607974	193,702401874634	0	0	0	0	0	0	12,318337117941	0	0	206,662483656695	77,3925911762089	45,2473900824058	0	0	0	0	0	0	75,4079030325966	0	0	46,1593091062945	-142,111111111113	458,777777777778	8,77777777777771	-10,2222222222223	-6,77777777777771	-12,2222222222223	-12,5555555555554	-28,4444444444446	-197,888888888887	-63,2222222222223	1	4590,77777777778	-1,61560457516342	9,26570048309179	0	0	0	0	0	0	-5,81264172335598	0	0	72,9404599271403	-5,57638888888891	8,22222222222222	0	0	0	0	0	0	-4,48611111111109	0	0	44,2847222222222	115,423611111111	27,2222222222222	2,65972222222222	3,53472222222222	3,46527777777778	2,97222222222222	4,05555555555556	2,69444444444444	103,513888888889	1,72222222222222	5,4375	296,284722222222	799	34	31	32	33	31	43	33	799	34	36	326	614	5	26	25	24	24	35	27	633	28	25	30	2,66666666666667	2,66666666666667	0	0	0	0	0	0	4	0	0	3,33333333333333	2,66666666666667	2,33333333333333	0	0	0	0	0	0	3	0	0	2,33333333333333	2,66666666666667	2,66666666666667	0	0	0	0	0	0	4	0	0	3,33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1275,00000429153	359,999998569489	117,999999880791	110,999998092651	229,000000953674	164,999995827675	187	143	1008,99999856949	124,999995827675	117	3344,00000190735	20,888171	28,2649572649573	6,2948717948718	36,9491087126336
8	7,44444444444444	2,55555555555556	0	0	0	0	0	0	4,11111111111111	0	0	8,88888888888889	12,5555555555556	0,913383187398079	0,652783506460549	0	0	0	0	0	0	0,675738586266763	0	0	0,953835381333099	0,833541818716422	0,635484060657951	0	0	0	0	0	0	0,574096277006618	0	0	0,94221729526334	682,701388888889	6,58333333333333	28,4305555555556	28,4097222222222	29,5069444444444	27,6319444444444	39,1805555555556	30,3333333333333	695,222222222222	32,6736111111111	31,6875	29,9236111111111	0,0334788937409025	0,407407407407407	0	0	0	0	0	0	0,0300429184549356	0	0	0,442622950819672	0,963458867828894	150,622968580715	0	0	0	0	0	0	0,736376114039496	0	0	28,8851459816158	75,9760327638645	48,1901282118244	0	0	0	0	0	0	79,0817155570843	0	0	38,4732379447171	-108,256944444447	186,083333333333	-35,652777777778	-8,29861111111102	-20,284722222222	-3,40972222222204	-37,402777777778	-87,6666666666663	-260,111111111105	-17,1180555555559	-19,6875	1502,63194444445	-1,56706053067996	5,67753623188406	0	0	0	0	0	0	-2,03303303303298	0	0	18,2138888888889	-2,70138888888891	5,41666666666667	0	0	0	0	0	0	-3,22222222222217	0	0	13,0763888888889	33,2986111111111	12,4166666666667	3,56944444444444	1,59027777777778	4,49305555555556	3,36805555555556	1,81944444444444	0,666666666666668	24,7777777777778	2,32638888888889	1,3125	61,0763888888889	716	19	32	30	34	31	41	31	720	35	33	91	650	3	25	26	25	24	36	27	678	30	30	29	5,33333333333333	2	0	0	0	0	0	0	2,66666666666667	0	0	3,33333333333333	4,66666666666667	1,33333333333333	0	0	0	0	0	0	2	0	0	3	5,33333333333333	2	0	0	0	0	0	0	2,66666666666667	0	0	3,33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	957,000001430511	223,999999284744	173	138,000000119209	278	209	141	98,9999972581863	638	115	153	724,00000411272	21,299848	31,748427672956	6,09433962264151	36,9847051564801
9	3,88888888888889	2,22222222222222	0	0	0	0	0	0	2,11111111111111	0	0	6,66666666666667	6,77777777777778	0,882362644735056	0,790569415042095	0	0	0	0	0	0	0,774739225797095	0	0	0,695040360202532	0,821817001085904	0,596685211449203	0	0	0	0	0	0	0,96533775283691	0	0	0,601981738182624	675,173611111111	5,88194444444444	28,2986111111111	27,8472222222222	29,125	27,3680555555556	38,1597222222222	29,2569444444444	687,201388888889	34,4652777777778	32,9027777777778	30,2222222222222	0,103296703296703	0,701492537313433	0	0	0	0	0	0	0,0692607003891051	0	0	0,714285714285714	13,3741699197139	663,865126889079	0	0	0	0	0	0	3,18372150648823	0	0	180,863870035309	73,3042318275843	56,7279920798741	0	0	0	0	0	0	56,8941474135762	0	0	48,1374188506757	-288,590277777776	402,201388888888	31,7847222222222	31,3194444444445	5,375	41,548611111111	-45,7430555555555	-27,673611111111	-719,284722222224	-24,3819444444445	28,9305555555555	2833,44444444445	-7,94503968253966	17,6180555555556	0	0	0	0	0	0	-37,1487573099415	0	0	47,2277777777778	-8,17361111111109	16,6180555555556	0	0	0	0	0	0	-34,2013888888889	0	0	25,2777777777778	77,8263888888889	51,1180555555556	4,70138888888889	3,15277777777778	6,875	4,63194444444444	1,84027777777778	0,743055555555557	8,79861111111109	1,53472222222222	3,09722222222222	173,777777777778	753	57	33	31	36	32	40	30	696	36	36	204	612	5	26	26	26	24	33	27	598	32	32	30	2	1,66666666666667	0	0	0	0	0	0	1,66666666666667	0	0	3,33333333333333	2	1,33333333333333	0	0	0	0	0	0	1,33333333333333	0	0	2,33333333333333	2	1,66666666666667	0	0	0	0	0	0	1,66666666666667	0	0	3,33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	680,999991416931	420,999999046326	119	95	147	137	78,0000011920929	54	227,000000953674	40,9999995231628	84	2556,00000667572	24,259629	36,3877551020408	7,91156462585034	37,4355182373733
